分區別,醫事機構代碼,醫事機構名稱,機構地址,電話區域號碼 ,電話號碼,特約類別,型態別,醫事機構種類,終止合約或歇業日期,開業狀況
"2","5933011258","安東藥師藥局","新竹縣關西鎮中山路62號","03","5872385","5","01","B","","0"
"2","5933011267","關西藥局","新竹縣關西鎮中山路68號","03","5171121","5","01","B","","0"
"2","5933020104","廣和藥局","新竹縣新埔鎮中正路292號","035","885959","5","02","B","","0"
"2","5933021183","日興藥局","新竹縣新埔鎮中正路328號","03","5889910","5","01","B","","0"
"2","5933021227","梁藥局","","","","5","01","B","20200102","2"
"2","5933021236","康立藥局新埔店","新竹縣新埔鎮中正路381號","03","5896129","5","01","B","","0"
"2","5933021254","梁藥局","新竹縣新埔鎮中正路233號","03","5885439","5","01","B","","0"
"2","5933030011","健民藥局","新竹縣竹東鎮東寧路二段315號","03","5952268","5","02","B","","0"
"2","5933030048","榮康藥局","","","","5","02","B","20180731","2"
"2","5933030066","鄧藥局","新竹縣竹東鎮榮樂里大同路43號","03","5952908","5","01","B","","0"
"2","5933030084","國瑞藥局","新竹縣竹東鎮竹東里大同路21號","035","966698","5","01","B","","0"
"2","5933030146","榮信藥局","新竹縣竹東鎮忠孝里長春路三段43號","035","963549","5","02","B","","0"
"2","5933030191","立安藥局","","","","5","02","B","20200204","2"
"2","5933030306","華德藥局","新竹縣竹東鎮東林路八0號","03","5940019","5","01","B","","0"
"2","5933030324","健通藥局","新竹縣竹東鎮東寧路三段101號一樓","03","5947630","5","01","B","","0"
"2","5933031456","永康藥局","新竹縣竹東鎮長春路3段5號2樓","03","5954706","5","01","B","","0"
"2","5933031527","正順藥局","","","","5","01","B","20200115","2"
"2","5933031554","鴻達藥局","新竹縣竹東鎮中興路三段174號","03","5835237","5","02","B","","0"
"2","5933031643","能安西藥局","新竹縣竹東鎮東峰路13號","03","5950515","5","01","B","","0"
"2","5933031652","合康藥局","新竹縣竹東鎮興農街11號","03","5103818","5","02","B","","0"
"2","5933031689","平安佳藥局","新竹縣竹東鎮東寧路3段21號","03","5963138","5","01","B","","0"
"2","5933031698","好好藥局","新竹縣竹東鎮中興路三段276號","03","5830678","5","01","B","","0"
"2","5933031705","鑫美藥局","","","","5","02","B","20180228","2"
"2","5933031714","健康人生藥局","新竹縣竹東鎮中興路四段195號52館Ｂ116室","03","5910472","5","01","B","","0"
"2","5933031723","日榮堂藥局","新竹縣竹東鎮長春路一段281號","03","5962335","5","01","B","","0"
"2","5933031741","國豐大藥局","新竹縣竹東鎮長春路三段6號","03","5960360","5","01","B","","0"
"2","5933031750","仁愛藥局","新竹縣竹東鎮商華街33號","03","5953458","5","02","B","","0"
"2","5933031769","竹東朝陽藥局","新竹縣竹東鎮朝陽路1號1、2樓","03","5111166","5","01","B","","0"
"2","5933031778","樂安藥師藥局","新竹縣竹東鎮東林路89號","03","5101941","5","01","B","","0"
"2","5933031796","春天藥局","","","","5","01","B","20201230","2"
"2","5933031803","鑫美藥局","","","","5","01","B","20201231","2"
"2","5933031821","新月藥局","新竹縣竹東鎮永康街81號1樓","03","5960501","5","01","B","","0"
"2","5933031830","順佳藥局","新竹縣竹東鎮東寧路二段200號3樓","03","5957908","5","01","B","","0"
"2","5933031849","春天藥局","新竹縣竹東鎮長春路二段95號","03","5967995","5","01","B","","0"
"2","5933050059","康立藥局","新竹縣竹北市竹仁里中正東路288號","03","5518093","5","01","B","","0"
"2","5933050102","健新藥局","新竹縣竹北市中正西路271號","03","5527300","5","02","B","","0"
"2","5933050111","六久藥局","新竹縣竹北市新社里華興街148號","03","5557485","5","01","B","","0"
"2","5933050175","連興藥局","","","","5","02","B","20190327","2"
"2","5933050184","救星藥局","新竹縣竹北市中山路492號","03","5552913","5","02","B","","0"
"2","5933050317","林保郎藥師藥局","新竹縣竹北市光明一路392號","03","5586879","5","01","B","","0"
"2","5933050424","健安藥局","新竹縣竹北市中山路458號","03","5536591","5","01","B","","0"
"2","5933051458","北一藥師藥局","新竹縣竹北市中正東路210號","03","5539160","5","01","B","","0"
"2","5933051627","吉新藥局","新竹縣竹北市中華路354號","03","5512953","5","01","B","","0"
"2","5933051672","博士藥局","新竹縣竹北市縣政九路168號1樓","035","516243","5","01","B","","0"
"2","5933051958","良美藥局","新竹縣竹北市博愛街174號","03","5520460","5","01","B","","0"
"2","5933052044","禾松藥局","新竹縣竹北市勝利5路23號","03","6577267","5","01","B","","0"
"2","5933052053","真善美藥局","新竹縣竹北市勝利五路176號","03","6589478","5","01","B","","0"
"2","5933052099","無尾熊藥師藥局","新竹縣竹北市莊敬五街6號","03","6577535","5","01","B","","0"
"2","5933052133","波士頓藥局","新竹縣竹北市民權街67號","03","6560060","5","02","B","","0"
"2","5933052286","健元藥局","新竹縣竹北市中正東路265號","03","5529891","5","02","B","","0"
"2","5933052311","詠美藥局","新竹縣竹北市三民路441號","03","5536796","5","01","B","","0"
"2","5933052384","長康藥師藥局","新竹縣竹北市光明一路212號","03","6572696","5","01","B","","0"
"2","5933052393","立康藥局","","","","5","01","B","20201115","2"
"2","5933052400","家欣藥局","新竹縣竹北市中興里嘉豐六路一段29號1樓","03","6681539","5","01","B","","0"
"2","5933052446","佑安藥局","新竹縣竹北市中正西路31號1樓","03","6563386","5","02","B","","0"
"2","5933052517","振元藥師藥局","新竹縣竹北市自強南路201號","03","6587052","5","01","B","","0"
"2","5933052535","嘉岳藥局","新竹縣竹北市勝利三街38號","03","6585707","5","01","B","","0"
"2","5933052606","正科大藥局","新竹縣竹北市科大一路16號","03","6573561","5","01","B","","0"
"2","5933052633","金竹藥局","","","","5","01","B","20180930","2"
"2","5933052642","仁品藥局","","","","5","01","B","20180520","2"
"2","5933052660","阿姆斯壯藥局","新竹縣竹北市六家五路一段125號","03","6589178","5","01","B","","0"
"2","5933052704","信安藥局","","","","5","01","B","20201130","2"
"2","5933052713","立順藥局","","","","5","01","B","20181223","2"
"2","5933052722","日安藥局","","","","5","01","B","20180619","2"
"2","5933052731","欣欣藥局","新竹縣竹北市成功八路100號","03","6676287","5","01","B","","0"
"2","5933052759","竹北光明藥局","","","","5","01","B","20190212","2"
"2","5933052777","竹仁藥師藥局","新竹縣竹北市仁和街6號1樓","03","5528947","5","01","B","","0"
"2","5933052786","博經典藥局","","","","5","02","B","20180630","2"
"2","5933052811","仁康藥局","新竹縣竹北市縣政九路176號2樓","03","5518777","5","01","B","","0"
"2","5933052866","晶華藥局","新竹縣竹北市莊敬南路110號1樓","03","5502107","5","01","B","","0"
"2","5933052875","健樹藥局","新竹縣竹北市莊敬三路39號1樓","03","5505262","5","01","B","","0"
"2","5933052884","合康藥局竹北","","","","5","01","B","20180116","2"
"2","5933052919","合康連鎖藥局竹北二店","","","","5","01","B","20190101","2"
"2","5933052928","仁暉藥局","","","","5","01","B","20180131","2"
"2","5933052955","仁里藥局","新竹縣竹北市勝利二路125號","03","6673878","5","01","B","","0"
"2","5933052973","芳鄰藥局","新竹縣竹北市三民路261號之1號","03","6213887","5","01","B","","0"
"2","5933052982","如佳藥局","新竹縣竹北市中正西路189號","03","5533161","5","01","B","","0"
"2","5933052991","佑東藥師藥局","","","","5","01","B","20190901","2"
"2","5933053014","成功藥局","","","","5","01","B","20180301","2"
"2","5933053023","禾坊藥局","新竹縣竹北市科大一路85號","03","5588797","5","01","B","","0"
"2","5933053041","中一藥局","新竹縣竹北市文興路一段242號1樓","03","6670827","5","01","B","","0"
"2","5933053050","祐祐藥局","新竹縣竹北市中正西路103號","03","5552969","5","01","B","","0"
"2","5933053069","合康藥局竹北","","","","5","02","B","20180523","2"
"2","5933053078","竹北啄木鳥藥局","","","","5","01","B","20180731","2"
"2","5933053087","仁暉藥局","","","","5","01","B","20180430","2"
"2","5933053096","成功藥局","","","","5","01","B","20180709","2"
"2","5933053103","仁暉藥局","新竹縣竹北市北崙里博愛街202號","03","5528118","5","01","B","","0"
"2","5933053112","仁品藥局","","","","5","01","B","20200726","2"
"2","5933053121","合康藥局竹北","新竹縣竹北市博愛街335號","03","5552288","5","01","B","","0"
"2","5933053130","日安藥局","新竹縣竹北市自強南路177號","03","6682057","5","01","B","","0"
"2","5933053149","成功藥局","","","","5","01","B","20200614","2"
"2","5933053158","竹北啄木鳥藥局","新竹縣竹北市博愛街183號","03","5539420","5","01","B","","0"
"2","5933053167","育禾藥局","新竹縣竹北市莊敬南路186號","03","6683255","5","01","B","","0"
"2","5933053176","金竹藥局","","","","5","01","B","20201130","2"
"2","5933053185","新瓦屋藥局","","","","5","02","B","20200531","2"
"2","5933053194","仁信藥局","新竹縣竹北市嘉豐南路二段51號","03","6676218","5","01","B","","0"
"2","5933053201","立順藥局","新竹縣竹北市復興一街76號1樓","03","6685690","5","01","B","","0"
"2","5933053210","上紘藥局","新竹縣竹北市嘉豐二街一段48號3樓","03","6675935","5","01","B","","0"
"2","5933053229","合康連鎖藥局竹北二店","","","","5","01","B","20201123","2"
"2","5933053238","源川藥局","新竹縣竹北市文興路二段9號","03","6576165","5","01","B","","0"
"2","5933053247","竹北光明藥局","新竹縣竹北市光明一路137號","03","5584545","5","01","B","","0"
"2","5933053256","中華藥局","新竹縣竹北市中華路226號1、2樓","03","5513031","5","01","B","","0"
"2","5933053265","金慧藥局","新竹縣竹北市科大二街185號一樓","03","5586687","5","01","B","","0"
"2","5933053274","佑東藥師藥局","新竹縣竹北市縣政三街27號","03","5588092","5","01","B","","0"
"2","5933053283","艾美藥局","新竹縣竹北市中正西路82號1樓","03","5557760","5","01","B","","0"
"2","5933053292","成功藥局","新竹縣竹北市成功三路69號","03","5509117","5","01","B","","0"
"2","5933053309","佳美中西藥局","新竹縣竹北市福興東路二段146號","03","5500213","5","01","B","","0"
"2","5933053318","仁品藥局","","","","5","01","B","20200923","2"
"2","5933053327","高名藥局","新竹縣竹北市成功八路68號1樓","03","6577088","5","01","B","","0"
"2","5933053336","幼幼健保藥局","新竹縣竹北市中興里嘉興路202號1樓","03","5507762","5","01","B","","0"
"2","5933053345","仁品藥局","新竹縣竹北市福興東路二段126號","03","6579718","5","01","B","","0"
"2","5933053354","文興藥局","新竹縣竹北市文興路一段318號1樓","03","6578772","5","01","B","","0"
"2","5933053363","立康藥局","新竹縣竹北市華興街220號","03","5527730","5","01","B","","0"
"2","5933053381","佑全竹北中正藥局","新竹縣竹北市中正西路176、178號1樓","03","5556235","5","01","B","","0"
"2","5933053390","金竹藥局","新竹縣竹北市勝利六街68號","03","6683215","5","01","B","","0"
"2","5933053407","方米藥局","新竹縣竹北市博愛街511號","03","5510015","5","01","B","","0"
"2","5933053416","合康連鎖藥局竹北二店","新竹縣竹北市福興東路一段373號","03","6583777","5","01","B","","0"
"2","5933060055","正安西藥局","新竹縣湖口鄉信全街41號","035","991053","5","01","B","","0"
"2","5933060162","黃藥師中西藥局","新竹縣湖口鄉仁勢村民族街98號","03","5996388","5","01","B","","0"
"2","5933061249","家康藥局","新竹縣湖口鄉中央路28號二樓","03","5903226","5","02","B","","0"
"2","5933061276","中心藥局","新竹縣湖口鄉中正路一段115號2樓","03","5904636","5","01","B","","0"
"2","5933061418","聖康藥師藥局","新竹縣湖口鄉中正路一段183號","03","5995358","5","01","B","","0"
"2","5933061463","如家藥師藥局","新竹縣湖口鄉工業區光復東路249號","03","5972606","5","01","B","","0"
"2","5933061507","育祥藥局","","","","5","02","B","20190901","2"
"2","5933061543","中興藥局","新竹縣湖口鄉中興村中興2巷18號","03","6960881","5","02","B","","0"
"2","5933061552","信福藥局","","","","5","01","B","20201230","2"
"2","5933061570","湖口藥局","新竹縣湖口鄉民族路45號","03","5991842","5","01","B","","0"
"2","5933061589","安健藥局","新竹縣湖口鄉中正路1段210號","03","5906685","5","02","B","","0"
"2","5933061598","湖山藥局","","","","5","01","B","20180802","2"
"2","5933061614","合康藥局湖口","","","","5","01","B","20190101","2"
"2","5933061623","仁和藥局","","","","5","01","B","20180930","2"
"2","5933061632","宏安藥局","新竹縣湖口鄉中山路二段110號","035","996335","5","01","B","","0"
"2","5933061650","勝利大藥局","新竹縣湖口鄉勝利村漢陽路1號","03","5987520","5","01","B","","0"
"2","5933061669","湖山藥局","","","","5","01","B","20191215","2"
"2","5933061678","仁和藥局","新竹縣湖口鄉仁和路182號","03","5978541","5","01","B","","0"
"2","5933061687","合康藥局湖口","","","","5","01","B","20190903","2"
"2","5933061696","育祥藥局","新竹縣湖口鄉安宅九街83號1樓","03","5977271","5","02","B","","0"
"2","5933061703","合康藥局湖口","","","","5","01","B","20201027","2"
"2","5933061712","湖山藥局","新竹縣湖口鄉中山路二段127號","03","5904999","5","01","B","","0"
"2","5933061721","合康藥局湖口","新竹縣湖口鄉民族街126號","03","6992365","5","01","B","","0"
"2","5933061749","羽田藥局","新竹縣湖口鄉民族街60號1樓","03","5996972","5","01","B","","0"
"2","5933080011","金樓藥局","新竹縣新豐鄉建興路二段814號","035","571010","5","02","B","","0"
"2","5933080119","建仁藥局","新竹縣新豐鄉建興路一段122號","03","5595850","5","02","B","","0"
"2","5933080137","春安藥局","新竹縣新豐鄉重興村新庄路258號","03","5591875","5","01","B","","0"
"2","5933080155","華山藥局","","","","5","02","B","20200705","2"
"2","5933081394","仁川藥局","","","","5","01","B","20181218","2"
"2","5933081429","惠生藥局","新竹縣新豐鄉學府路113號","03","5597110","5","02","B","","0"
"2","5933081447","彰懷藥局","新竹縣新豐鄉新興路75號1樓","03","5572995","5","02","B","","0"
"2","5933081474","立人藥局","新竹縣新豐鄉建興路一段57號","03","5578217","5","02","B","","0"
"2","5933081483","第一調劑藥局","新竹縣新豐鄉建興路一段154號","03","5575001","5","01","B","","0"
"2","5933081518","新揚藥局","新竹縣新豐鄉新興路243號","03","5574342","5","01","B","","0"
"2","5933081536","昌昌藥局","新竹縣新豐鄉新市路193號","03","5598077","5","01","B","","0"
"2","5933081545","立果藥師藥局","","","","5","01","B","20200709","2"
"2","5933081554","新豐藥局","","","","5","01","B","20200906","2"
"2","5933081563","仁川藥局","","","","5","01","B","20200813","2"
"2","5933081572","泰安藥局","新竹縣新豐鄉泰安街9號1樓","03","5577050","5","01","B","","0"
"2","5933081581","仁川藥局","新竹縣新豐鄉建興路二段747號","03","5599838","5","01","B","","0"
"2","5933081607","新豐藥局","新竹縣新豐鄉中興路208、210號","03","5575005","5","01","B","","0"
"2","5933090071","新華方西藥局","新竹縣芎林鄉文山路515號","03","5926352","5","02","B","","0"
"2","5933091112","暘光藥局","新竹縣芎林鄉文山路385號","03","5121001","5","01","B","","0"
"2","5933091121","大銨藥局","新竹縣芎林鄉石潭村竹林路72之1號","03","5928018","5","01","B","","0"
"2","5933101088","寶唄藥局","新竹縣寶山鄉雙溪村雙豐路16號","03","5205028","5","01","B","","0"
"2","5933111119","埔元藥局","新竹縣北埔鄉中山路114號","03","5802568","5","01","B","","0"
"2","5933130529","家佳福藥局","新竹縣尖石鄉嘉樂村2鄰麥樹仁59號","03","5842808","5","01","B","","0"
"2","5935010017","永佳藥局","苗栗縣苗栗市玉苗里光復路156號","037","331860","5","02","B","","0"
"2","5935010035","大仁藥局","苗栗縣苗栗市北苗里中華路86號","037","262558","5","02","B","","0"
"2","5935010044","贈光藥局","苗栗縣苗栗市清華里為公路133號之1","037","266786","5","02","B","","0"
"2","5935010080","豐田藥局","","","","5","02","B","20191226","2"
"2","5935010124","富安藥局","苗栗縣苗栗市上苗里中正路53號","037","262337","5","02","B","","0"
"2","5935010160","德昌藥局","苗栗縣苗栗市恭敬里中正路1182號","037","320641","5","01","B","","0"
"2","5935010213","盛安藥局","苗栗縣苗栗市中正路748號","037","320145","5","01","B","","0"
"2","5935010222","正欣藥局","苗栗縣苗栗市清華里褔星街60號","037","264502","5","02","B","","0"
"2","5935010259","德鑫藥局","苗栗縣苗栗市清華里為公路348號","037","261698","5","02","B","","0"
"2","5935011461","良品藥局","","","","5","02","B","20180703","2"
"2","5935011523","天恩藥局","苗栗縣苗栗市中正路49號","037","277285","5","02","B","","0"
"2","5935011550","啟人藥局","苗栗縣苗栗市中正路615號","037","361881","5","02","B","","0"
"2","5935011621","佳美藥局","苗栗縣苗栗市中山路493號","037","373366","5","01","B","","0"
"2","5935011710","維新藥局","苗栗縣苗栗市中正路632號1樓","037","320698","5","01","B","","0"
"2","5935011738","佳禾藥局","苗栗縣苗栗市青苗里建台街7號","037","373041","5","01","B","","0"
"2","5935011783","芳鄰國際連鎖藥局","苗栗縣苗栗市中山路567號","037","330580","5","01","B","","0"
"2","5935011818","博大藥局","苗栗縣苗栗市至公路64號","037","363751","5","02","B","","0"
"2","5935011916","吉利康藥局","苗栗縣苗栗市中正路340號","037","370529","5","01","B","","0"
"2","5935011925","廷安藥局","苗栗縣苗栗市府前路133號","037","356839","5","01","B","","0"
"2","5935011952","千百岳大藥局","苗栗縣苗栗市上苗里中山路70號","037","271335","5","01","B","","0"
"2","5935011998","康安新美藥局","苗栗縣苗栗市中正路739號1樓","037","373089","5","02","B","","0"
"2","5935012002","好鄰居藥局","苗栗縣苗栗市建功里中正路222號","037","350395","5","01","B","","0"
"2","5935012084","苗栗安德藥局","苗栗縣苗栗市高苗里信義街10號","037","350420","5","01","B","","0"
"2","5935012100","苗安藥局","","","","5","01","B","20190430","2"
"2","5935012146","聯合藥師藥局","苗栗縣苗栗市社寮街145號","037","264425","5","01","B","","0"
"2","5935012164","尚安藥局","","","","5","02","B","20191007","2"
"2","5935012182","陽光藥局","苗栗縣苗栗市中山路478號","037","355718","5","02","B","","0"
"2","5935012191","元品藥局","苗栗縣苗栗市至公路445號1樓","037","377935","5","02","B","","0"
"2","5935012217","安心藥局","","","","5","01","B","20190328","2"
"2","5935012253","正忠藥師藥局","苗栗縣苗栗市中正路602號","037","369359","5","01","B","","0"
"2","5935012262","上林藥局","","","","5","01","B","20190101","2"
"2","5935012271","上品藥局","苗栗縣苗栗市中正路432號","037","360060","5","01","B","","0"
"2","5935012299","瑞展藥局","苗栗縣苗栗市中正路73號","037","271658","5","01","B","","0"
"2","5935012306","杏一苗栗中山藥局","","","","5","01","B","20190520","2"
"2","5935012315","良品藥局","苗栗縣苗栗市中正路468號","037","366837","5","01","B","","0"
"2","5935012324","上林藥局","苗栗縣苗栗市建功里24鄰府前路91號","037","320685","5","01","B","","0"
"2","5935012333","苗安藥局","苗栗縣苗栗市恭敬里信義街31號","037","356388","5","01","B","","0"
"2","5935012342","杏一苗栗中山藥局","苗栗縣苗栗市至公路38號","037","354552","5","01","B","","0"
"2","5935012351","錦岳大藥局","苗栗縣苗栗市民族路140號1樓","037","353046","5","01","B","","0"
"2","5935012360","心惠聯合藥局","苗栗縣苗栗市中山路188號1樓","037","377389","5","01","B","","0"
"2","5935012379","橙易藥局","","","","5","02","B","20200510","2"
"2","5935012388","苗栗啄木鳥藥局","苗栗縣苗栗市中華路120號","037","274809","5","01","B","","0"
"2","5935012397","橙易藥局","苗栗縣苗栗市中正路291號1樓","037","376608","5","02","B","","0"
"2","5935012413","苗栗藥局","苗栗縣苗栗市光復路55號","037","360789","5","01","B","","0"
"2","5935020013","宏吉藥局","苗栗縣苑裡鎮中正里10鄰38之2號","037","851535","5","02","B","","0"
"2","5935020077","源益藥局","苗栗縣苑裡鎮社苓里84之5號","037","742533","5","02","B","","0"
"2","5935020111","大眾藥局","苗栗縣苑裡鎮山腳里10鄰248號","037","741587","5","01","B","","0"
"2","5935020148","泰元藥局","苗栗縣苑裡鎮苑南里為公路68號","037","863668","5","01","B","","0"
"2","5935020193","信和藥局","","","","5","01","B","20190310","2"
"2","5935021207","德徽藥局","苗栗縣苑裡鎮南興路125號","037","869253","5","01","B","","0"
"2","5935021261","永信藥師藥局","苗栗縣苑裡鎮新生路35號","037","857069","5","01","B","","0"
"2","5935021270","全家藥局","苗栗縣苑裡鎮信義路23之1號1樓","037","861997","5","02","B","","0"
"2","5935021323","國豐藥師藥局","苗栗縣苑裡鎮苑北里2鄰天下路186號","037","866516","5","01","B","","0"
"2","5935021387","維德藥局","","","","5","01","B","20191203","2"
"2","5935021403","安康藥局","苗栗縣苑裡鎮新興路78號","037","856591","5","01","B","","0"
"2","5935021412","信和大心藥局","苗栗縣苑裡鎮為公路34－3號","037","861352","5","01","B","","0"
"2","5935021421","苑裡啄木鳥藥局","苗栗縣苑裡鎮世界路一段25號","037","854589","5","01","B","","0"
"2","5935021430","苑裡藥局","苗栗縣苑裡鎮為公路32－1號","037","851331","5","01","B","","0"
"2","5935030037","永嘉藥局","苗栗縣通霄鎮烏眉里烏眉坑46之2號","037","754382","5","02","B","","0"
"2","5935030046","仁愛藥局","苗栗縣通霄鎮通東里仁愛路10之3號","037","751649","5","02","B","","0"
"2","5935030082","安生藥局","苗栗縣通霄鎮通西里中正路61號","037","752226","5","02","B","","0"
"2","5935030091","惠生藥局","苗栗縣通霄鎮通東里信義路122號","037","752773","5","01","B","","0"
"2","5935030108","吉泰藥局","苗栗縣通霄鎮通西里和平路29號","037","758595","5","01","B","","0"
"2","5935030153","維康藥局","苗栗縣通霄鎮信義路104號","037","750000","5","01","B","","0"
"2","5935030162","立展藥局","","","","5","01","B","20190610","2"
"2","5935030171","立安藥局","苗栗縣通霄鎮信義路107號","037","760100","5","01","B","","0"
"2","5935040033","快樂藥局","苗栗縣竹南鎮照南里中山路178號","037","474158","5","01","B","","0"
"2","5935040079","德安藥局","苗栗縣竹南鎮光復路40號","037","479933","5","01","B","","0"
"2","5935040122","健生藥局","苗栗縣竹南鎮南平路44號","037","626879","5","02","B","","0"
"2","5935040220","乾宏藥局","","","","5","01","B","20200204","2"
"2","5935040257","和安藥局","苗栗縣竹南鎮竹南里博愛街15號","037","472332","5","01","B","","0"
"2","5935040266","鴻仁大藥局","苗栗縣竹南鎮竹南里博愛街181號","037","462396","5","01","B","","0"
"2","5935040328","明志藥局","苗栗縣竹南鎮照南里博愛街4號","037","472341","5","01","B","","0"
"2","5935040382","信友藥局","","","","5","02","B","20180722","2"
"2","5935040408","光復藥局","苗栗縣竹南鎮光復路216號","037","476286","5","01","B","","0"
"2","5935041450","昇暉藥局","苗栗縣竹南鎮民治街18號","037","464347","5","01","B","","0"
"2","5935041469","順春藥局","苗栗縣竹南鎮延平路27號之12","037","552068","5","02","B","","0"
"2","5935041496","清三藥局","苗栗縣竹南鎮博愛街162號","037","470532","5","02","B","","0"
"2","5935041567","京典藥局","苗栗縣竹南鎮博愛街300-2號","037","550661","5","02","B","","0"
"2","5935041610","林新藥局","苗栗縣竹南鎮博愛街124號","037","471556","5","02","B","","0"
"2","5935041629","悅昌藥局","苗栗縣竹南鎮中正路28號一樓","037","477195","5","02","B","","0"
"2","5935041736","佑仁藥局","苗栗縣竹南鎮光復路120號","037","470250","5","01","B","","0"
"2","5935041745","瑞士藥師藥局","苗栗縣竹南鎮和平街59號","037","552708","5","01","B","","0"
"2","5935041781","惠家藥局","苗栗縣竹南鎮自強街38號","037","463635","5","02","B","","0"
"2","5935041790","慈濟藥局","苗栗縣竹南鎮正南里光復路29號","037","474849","5","02","B","","0"
"2","5935041905","米樂中西健保藥局","苗栗縣竹南鎮大營路207號","037","552116","5","01","B","","0"
"2","5935041914","合康連鎖藥局","苗栗縣竹南鎮博愛街270號","037","474987","5","01","B","","0"
"2","5935041932","佑民藥局","苗栗縣竹南鎮守法街2－12號","037","241126","5","01","B","","0"
"2","5935041950","建康藥局","苗栗縣竹南鎮民治街6號","037","483293","5","02","B","","0"
"2","5935041978","永安藥局","","","","5","01","B","20180827","2"
"2","5935041987","杏一竹南中正藥局","苗栗縣竹南鎮中正路257號1樓","037","480602","5","01","B","","0"
"2","5935041996","新欣藥局","苗栗縣竹南鎮龍山路一段160號1樓","037","471503","5","01","B","","0"
"2","5935042000","康壯藥局","","","","5","01","B","20190331","2"
"2","5935042019","永安藥局","","","","5","01","B","20181210","2"
"2","5935042028","永安藥局","","","","5","01","B","20190917","2"
"2","5935042037","康壯藥局","苗栗縣竹南鎮博愛街439號","037","463732","5","02","B","","0"
"2","5935042046","永安藥局","苗栗縣竹南鎮照南里立達街3號","037","469333","5","01","B","","0"
"2","5935042055","崧博藥師藥局","苗栗縣竹南鎮龍山路3段37號","037","639822","5","01","B","","0"
"2","5935050066","義春藥局","苗栗縣頭份市珊湖里中正三路72號","037","601433","5","02","B","","0"
"2","5935050164","辰安藥局","苗栗縣頭份市尖豐路32號","037","633632","5","02","B","","0"
"2","5935050182","民昌藥局","苗栗縣頭份市忠孝里信東路130號","037","673 232","5","02","B","","0"
"2","5935050208","三峰藥局","苗栗縣頭份市新華里中正一路78號","037","668239","5","02","B","","0"
"2","5935050253","泉興藥局","苗栗縣頭份市仁愛里民族路28號","037","664367","5","02","B","","0"
"2","5935050262","東仙藥局","苗栗縣頭份市蟠桃里建國路199號","037","667267","5","02","B","","0"
"2","5935050271","全興藥局","苗栗縣頭份市新華里中正一路531號","037","687386","5","02","B","","0"
"2","5935050280","李藥局","苗栗縣頭份市珊湖里中正三路218號","037","601248","5","02","B","","0"
"2","5935050306","康利藥局","苗栗縣頭份市忠孝里仁愛路86號","037","666101","5","01","B","","0"
"2","5935050422","現代藥局","苗栗縣頭份市忠孝里信東路87號","037","661435","5","01","B","","0"
"2","5935051545","富優藥局","苗栗縣頭份市中華路930號","037","681635","5","02","B","","0"
"2","5935051572","信義藥局","苗栗縣頭份市中華路938號（後段）","037","683351","5","02","B","","0"
"2","5935051616","康寧藥局","苗栗縣頭份市和平路80號一樓","037","594173","5","02","B","","0"
"2","5935051689","怡安藥局","苗栗縣頭份市自強路103號","037","592093","5","02","B","","0"
"2","5935051698","信源藥局","苗栗縣頭份市仁愛里信東路39號","037","663580","5","01","B","","0"
"2","5935051705","博士生活藥局","苗栗縣頭份市中華路1045號","037","598915","5","01","B","","0"
"2","5935051732","祐康藥局","苗栗縣頭份市自強路37號","037","663079","5","02","B","","0"
"2","5935051849","懷生中西藥局","苗栗縣頭份市中正路19號","037","672357","5","01","B","","0"
"2","5935051858","樂田藥妝藥局","苗栗縣頭份市信東路135號","037","598995","5","01","B","","0"
"2","5935051867","惠祐藥局","苗栗縣頭份市中正路165號","037","668933","5","01","B","","0"
"2","5935051885","安馨藥局","苗栗縣頭份市自強里12鄰信東路106號","037","688156","5","02","B","","0"
"2","5935051894","啊囉哈藥局","苗栗縣頭份市建國路二段180號","037","666955","5","02","B","","0"
"2","5935051901","仁方藥局","","","","5","01","B","20180530","2"
"2","5935051929","仁方藥局","苗栗縣頭份市自強路150巷2－5號1樓","037","687238","5","01","B","","0"
"2","5935051938","吉品藥局","苗栗縣頭份市中正路9號","037","676898","5","01","B","","0"
"2","5935051947","森品藥局","苗栗縣頭份市建國路2段150、152、156號","037","672378","5","01","B","","0"
"2","5935051956","懷恩中西藥局","苗栗縣頭份市建國路128號","037","683981","5","01","B","","0"
"2","5935051965","頭份瑞士藥局","苗栗縣頭份市建國路二段100號","037","683841","5","01","B","","0"
"2","5935051983","日康藥局","苗栗縣頭份市中央路402號1樓","037","660061","5","01","B","","0"
"2","5935060053","鴻輝大藥局","苗栗縣後龍鎮北龍里中華路64－1號","037","721952","5","02","B","","0"
"2","5935060080","崇安藥局","苗栗縣後龍鎮北龍里中正路120號","037","722830","5","02","B","","0"
"2","5935060106","立安藥局","苗栗縣後龍鎮大山里明山路78號","037","431396","5","02","B","","0"
"2","5935061407","佑安藥局","苗栗縣後龍鎮大庄里中山路125號","037","773066","5","01","B","","0"
"2","5935061425","懷信中西藥局","苗栗縣後龍鎮中山路103號","037","724618","5","01","B","","0"
"2","5935061434","千江大藥局","苗栗縣後龍鎮忠孝路59號","037","037728208","5","01","B","","0"
"2","5935061443","後龍藥局","苗栗縣後龍鎮中山路209號1，2樓","037","723660","5","01","B","","0"
"2","5935070022","林大藥局","苗栗縣卓蘭鎮新榮里中正路32號","04","25891630","5","02","B","","0"
